Parcel_No,SalePrice,PricePerSq,LivingArea,Style,GROSS_AREA,NUM_FLOORS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_KITCH,R_FPLACE,LU,OWN_OCC,R_BLDG_STY,R_ROOF_TYP,R_TOTAL_RM,YR_BUILT,nbh_name
100978000,360000,174.42,2064,Conventional,3726,2,4,3,0,2,0,R2,N,CV,G,12,1910,East Boston
1701810000,360000,150.38,2394,Conventional,3892,2,5,1,0,1,0,R1,N,CV,G,9,1900,Dorchester
800464000,360000,131.15,2745,Decker,3948,3,5,3,0,3,0,R3,Y,DK,F,11,1905,Roxbury
1203115000,360000,100.33,3588,Two_Fam_Stack,5678,2,6,3,1,2,0,R2,N,TF,H,16,1900,Roxbury
1809872011,359000,356.15,1008,Cape,2160,1,3,1,0,1,1,R1,Y,CP,G,6,1950,Hyde Park
1808547000,359000,274.89,1306,Cape,2344,1.5,2,1,0,1,1,R1,N,CP,G,5,1956,Hyde Park
2010335000,358000,261.7,1368,Colonial,2040,2,4,1,1,1,1,R1,N,CL,G,7,1965,West Roxbury
1812325026,358000,214.76,1667,Other,2040,1,3,1,1,1,0,R1,Y,OH,G,6,1955,Hyde Park
1701392000,357000,171.14,2086,Colonial,3205,2,4,2,0,1,0,R1,Y,CL,G,9,1870,Dorchester
1500900000,356350,174.08,1990,Colonial,3518,2,4,1,1,1,1,R1,N,CL,G,8,1910,Dorchester
1703273004,355000,239.22,1484,Colonial,2476,2,3,1,1,1,1,R1,Y,CL,G,7,1940,Mattapan
100138000,355000,190.96,1859,Conventional,2198,1.5,3,3,0,2,0,R2,N,CV,G,8,1905,East Boston
1200386000,355000,164.2,2162,Semi_Det,3170,3,4,3,0,3,0,R3,N,SD,M,8,1890,Roxbury
1202449000,355000,163.44,2172,Two_Fam_Stack,3688,2,4,2,0,2,0,R2,N,TF,G,10,1935,Roxbury
1401406000,355000,145.49,2440,Conventional,3757,2.5,6,2,1,2,0,R2,Y,CV,G,14,1920,Dorchester
1801671000,355000,144.07,2464,Two_Fam_Stack,4068,2,5,2,0,2,0,R2,N,TF,H,11,1905,Mattapan
100181000,355000,120.54,2904,Decker,3892,3,6,3,0,3,0,E,N,DK,F,14,1890,East Boston
106767000,355000,116.32,2800,Decker,3704,3,6,3,0,3,0,R3,Y,DK,F,12,1900,East Boston
1800267000,354000,258.39,1370,Cape,2648,1.5,3,2,0,1,0,R1,N,CP,G,7,1958,Mattapan
2008479000,353500,387.61,912,Other,1899,1,2,1,1,1,0,R1,Y,OH,G,5,1930,West Roxbury
1800385015,353000,268.85,1313,Cape,2963,1,3,1,1,1,0,R1,Y,CP,G,7,1950,Mattapan
2010549000,351500,209.23,1680,Other,3203,1.5,4,2,0,1,0,R1,Y,OH,G,8,1925,West Roxbury
1812058000,351000,254.16,1381,Cape,2950,1,3,1,0,1,1,R1,Y,CP,G,7,1950,Hyde Park
105713000,350100,248.3,1346,Row_End,2156,2,4,2,0,2,0,R2,N,RE,F,6,1910,East Boston
1808577000,350000,406.5,861,Other,1542,1,3,1,1,1,0,R1,Y,OH,H,5,1940,Hyde Park
701275000,350000,367.65,972,Colonial,1458,2,2,1,0,1,0,R1,Y,CL,G,5,1905,South Boston
1811983000,350000,354.25,988,Other,2263,1,2,2,0,1,2,R1,N,OH,G,6,1955,Hyde Park
1811306000,350000,347.22,1008,Colonial,1698,2,3,1,0,1,1,R1,Y,CL,G,6,1940,Hyde Park
1812325051,350000,336.54,1040,Other,2224,1,3,1,1,1,0,R1,Y,OH,G,7,1955,Hyde Park
1805211000,350000,296.61,1180,Other,2360,1,2,2,0,1,2,R1,Y,OH,G,5,1962,Roslindale
1602935000,350000,262.96,1331,Colonial,2598,1.5,3,1,1,1,1,R1,Y,CL,G,7,1880,Dorchester
1804450000,350000,261.39,1339,Colonial,2398,1.5,3,1,1,1,0,R1,Y,CL,G,7,1910,Hyde Park
1704518000,350000,258.88,1352,Colonial,1586,2,4,1,0,1,0,R1,N,CL,M,7,1900,Dorchester
1501550000,350000,231.18,1152,Colonial,1967,2,3,1,1,1,0,R1,N,CL,G,6,1890,Dorchester
1800114016,350000,204.08,1715,Two_Fam_Stack,2555,2,4,2,0,2,0,R2,Y,TF,G,8,1945,Mattapan
1810118000,350000,187.77,1864,Two_Fam_Stack,2963,2,4,2,0,2,0,R2,Y,TF,G,8,1925,Hyde Park
1812325070,350000,179.58,1949,Other,2458,1,3,1,0,1,1,R1,Y,OH,G,7,1957,Hyde Park
1808016000,350000,113.34,3088,Conventional,5231,2,6,2,0,2,1,R2,Y,CV,G,14,1910,Hyde Park
1401749000,350000,102.13,3427,Conventional,5420,2.5,8,2,0,2,0,R2,N,CV,G,14,1910,Dorchester
1800930000,350000,90.72,3858,Conventional,5796,3,9,3,0,3,0,R3,N,CV,H,18,1905,Mattapan
1903242000,349900,251.36,1392,Colonial,2064,2,3,1,1,1,1,R1,N,CL,G,6,1963,Roslindale
1807310009,349000,215.43,1620,Colonial,2400,2,3,1,1,1,1,R1,Y,CL,G,6,1961,Hyde Park
1811244000,348000,157.04,2216,Two_Fam_Stack,4316,2,5,2,0,2,0,R2,N,TF,G,12,1935,Hyde Park
1402211000,348000,95.47,3645,Conventional,5594,2.5,6,2,0,2,0,R2,N,CV,G,18,1900,Dorchester
1807413000,345000,497.12,694,Cape,1344,1.5,2,1,0,1,0,R1,Y,CP,G,4,1915,Hyde Park
1805858000,345000,285.36,1209,Cape,2233,1.5,3,1,0,1,0,R1,Y,CP,G,6,1941,Hyde Park
104295008,345000,255.18,1352,Colonial,2291,2,2,2,0,1,0,R1,Y,CL,G,7,1900,East Boston
1804794003,345000,220.03,1568,Colonial,2416,2,3,1,1,1,0,R1,Y,CL,G,8,1958,Roslindale
104808000,345000,176.47,1597,Semi_Det,2178,2,2,2,0,2,0,R2,N,SD,G,6,1910,East Boston
102521000,344000,216.62,1285,Cape,2496,1.5,2,1,0,1,0,R1,Y,CP,S,7,1940,East Boston
1805531000,344000,181.91,1891,Other,3413,1,2,2,0,1,0,R1,Y,OH,H,6,1925,Roslindale
1800385017,342500,370.67,969,Cape,2140,1,3,1,1,1,0,R1,N,CP,G,6,1956,Mattapan
1812590000,342500,273.56,1252,Other,2909,1,3,1,0,1,1,R1,Y,OH,G,6,1963,Hyde Park
2010078000,342000,283.82,1205,Cape,2667,1,2,1,0,1,0,R1,Y,CP,G,6,1940,West Roxbury
1403092000,342000,87.47,3258,Two_Fam_Stack,5395,2,6,2,0,2,0,R2,Y,TF,H,12,1900,Dorchester
1803436000,340250,380.59,894,Cape,1888,1,3,1,1,1,1,R1,Y,CP,G,7,1950,Hyde Park
1801427000,340000,319.85,1063,Cape,2255,1.5,3,1,0,1,0,R1,N,CP,G,6,1925,Hyde Park
1704002000,340000,303.57,1120,Colonial,1744,2,3,1,0,1,1,R1,Y,CL,G,7,1940,Mattapan
1807311002,340000,257.97,1318,Cape,2358,1.5,3,1,1,1,0,R1,Y,CP,G,6,1963,Hyde Park
101737000,340000,196.99,1720,Two_Fam_Stack,2935,2,4,2,0,2,0,R2,N,TF,F,8,1910,East Boston
1404997000,340000,161.14,2110,Cape,4713,1,4,1,0,1,0,R1,Y,CP,G,8,1945,Mattapan
1703330000,339900,277.7,1224,Cape,2746,1.5,2,1,1,1,1,R1,N,CP,G,6,1935,Mattapan
102824000,338500,280.45,1188,Row_Middle,1848,2,3,2,1,1,0,R1,Y,RM,G,6,1880,East Boston
1806067000,336000,305.45,1100,Other,2277,1,3,1,1,1,0,R1,Y,OH,G,7,1964,Roslindale
2009700000,335000,353.38,948,Other,2062,1,2,1,0,1,0,R1,N,OH,H,5,1929,West Roxbury
1806873000,335000,279.63,1198,Cape,2612,1,2,1,0,1,1,R1,N,CP,G,4,1963,Roslindale
105565000,335000,242.75,1512,Two_Fam_Stack,2268,2,2,2,0,2,0,R2,N,TF,G,7,1900,East Boston
102220000,335000,241.53,1387,Cape,2689,1.5,2,1,1,1,1,R1,Y,CP,G,7,1951,East Boston
1802217000,335000,194.65,1721,Other,2472,1,3,1,1,1,1,R1,Y,OH,G,6,1957,Mattapan
1808582000,334000,315.09,1060,Cape,1882,1.5,4,1,0,1,0,R1,Y,CP,G,6,1941,Hyde Park
101783000,332500,239.38,1387,Cape,1642,1.5,3,1,1,1,0,R1,N,CP,G,6,1920,East Boston
1500906000,331000,161.31,2052,Colonial,3541,2,4,1,1,1,1,R1,Y,CL,H,8,1925,Dorchester
1903319000,330000,310.15,1064,Colonial,1634,2,2,1,1,1,0,R1,Y,CL,G,5,1928,Roslindale
1807332000,330000,306.98,1075,Cape,2322,1,3,2,0,1,0,R1,N,CP,G,7,1949,Hyde Park
1903353000,330000,237.07,1392,Colonial,2171,2,4,1,1,1,1,R1,Y,CL,G,7,1950,Roslindale
2012205000,330000,191.19,1726,Other,2196,1,3,1,1,1,0,R1,Y,OH,G,6,1960,West Roxbury
1807510000,330000,165,2000,Conventional,3537,2,4,2,0,2,0,R2,N,CV,G,9,1900,Hyde Park
1804333000,329000,174.63,1884,Two_Fam_Stack,2892,2,3,2,0,2,0,R2,N,TF,H,11,1930,Hyde Park
1401398000,327000,151.39,2160,Colonial,3882,2,4,2,0,1,0,R1,N,CL,H,8,1910,Dorchester
102844000,325000,329.61,986,Row_End,1664,2,4,2,0,1,0,R1,N,RE,G,6,1900,East Boston
106516000,325000,316.76,1082,Row_Middle,1614,2,2,2,0,1,0,R1,Y,RM,F,5,1900,East Boston
1804717000,325000,245.84,1322,Colonial,2127,2,3,1,1,1,0,R1,N,CL,G,6,1860,Roslindale
106062000,325000,206.35,1785,Row_End,2635,3,3,1,2,1,0,R1,N,RE,M,6,1900,East Boston
1401504000,325000,170.34,1908,Colonial,3263,2,3,1,1,1,0,R1,Y,CL,G,7,1900,Dorchester
1808902000,325000,148.2,2193,Colonial,4134,2,4,1,0,1,0,R1,Y,CL,G,10,1910,Hyde Park
1501808000,325000,87.15,3729,Decker,5505,3,8,3,0,3,0,R3,N,DK,F,20,1905,Dorchester
1808921000,325000,75.23,4320,Conventional,6464,3,6,3,0,3,0,R3,N,CV,M,12,1910,Hyde Park
1800660000,324000,249.23,1300,Colonial,1924,2,3,1,1,1,0,R1,N,CL,G,6,1950,Mattapan
1808437000,322000,329.92,976,Other,1977,1,3,1,0,1,1,R1,Y,OH,G,5,1955,Hyde Park
1503055000,322000,165.13,1950,Semi_Det,3007,3,5,1,1,1,0,R1,Y,SD,M,8,1900,Dorchester
100195010,321000,197.78,1623,Conventional,2386,1.5,4,2,0,2,0,R2,N,CV,G,7,1900,East Boston
1808629000,320000,402.01,796,Other,1672,1,2,1,0,1,0,R1,Y,OH,H,4,1940,Hyde Park
106624000,320000,278.26,1112,Row_End,1868,2,4,1,1,1,0,R1,N,RE,F,6,1900,East Boston
1809806000,320000,256.41,1248,Colonial,2218,2,3,1,0,1,1,R1,Y,CL,G,8,1935,Hyde Park
1904388000,320000,256.41,1248,Colonial,2048,2,3,1,1,1,0,R1,Y,CL,G,6,1920,Jamaica Plain
1503184010,320000,248.45,1288,Semi_Det,1932,2,3,1,1,1,1,R1,N,SD,G,6,1989,Dorchester
1807310013,320000,242.79,1318,Cape,2367,1.5,3,2,1,1,0,R1,Y,CP,G,6,1963,Hyde Park
1806336000,320000,188.68,1696,Other,3927,1,3,1,1,1,0,R1,Y,OH,H,7,1915,Roslindale
1812465000,320000,171.49,1854,Other,2144,1,3,1,1,1,1,R1,Y,OH,G,7,1955,Hyde Park
106676000,320000,137.1,2047,Conventional,3306,2,2,2,0,2,0,R2,Y,CV,G,8,1900,East Boston
1402427000,319000,145.73,1956,Colonial,3358,2,4,2,1,1,0,R1,Y,CL,H,11,1900,Dorchester
1801481000,315000,325.41,968,Other,2008,1,4,2,0,1,1,R1,N,OH,G,8,1963,Hyde Park
1809685003,315000,293.02,1075,Cape,2304,1,3,1,1,1,2,R1,Y,CP,G,8,1960,Hyde Park
2008485000,312500,333.87,936,Other,2068,1,2,1,0,1,1,R1,Y,OH,G,5,1930,West Roxbury
1812269024,312000,235.29,1326,Cape,2760,1.5,3,1,0,1,1,R1,Y,CP,G,6,1948,Hyde Park
1803520000,310000,313.77,988,Other,1976,1,2,1,0,1,0,R1,Y,OH,G,6,1950,Hyde Park
1812471000,310000,307.54,1008,Other,2107,1,3,2,0,1,0,R1,N,OH,G,6,1970,Hyde Park
1402397000,309800,125.68,2218,Colonial,3780,2,4,1,1,1,0,R1,Y,CL,G,9,1900,Dorchester
2011684000,307000,292.94,1048,Conventional,1994,1.5,3,1,0,1,0,R1,Y,CV,G,6,1896,West Roxbury
2010338000,307000,194.55,1578,Other,2140,1,3,1,0,1,1,R1,N,OH,G,5,1960,West Roxbury
800653000,305000,217.39,1403,Colonial,1949,2,3,2,0,1,0,R1,N,CL,M,6,1900,Roxbury
1812268061,302000,169.57,1781,Other,2240,1,3,1,0,1,0,R1,N,OH,G,7,1954,Hyde Park
1903668000,301500,314.06,960,Other,1920,1,3,1,0,1,0,R1,Y,OH,G,5,1969,Roslindale
106134000,300000,357.14,612,Conventional,1088,2,2,1,0,1,0,R1,N,CV,F,5,1890,East Boston
100231000,300000,227.27,1244,Row_Middle,1866,2,3,1,0,1,0,R1,Y,RM,F,5,1911,East Boston
1804634000,300000,206.9,1450,Colonial,2306,2,3,1,0,1,0,R1,Y,CL,G,6,1900,Roslindale
1500236000,300000,205.2,1462,Colonial,2532,2,4,2,0,1,0,R1,Y,CL,G,6,1910,Dorchester
106494000,300000,179,1676,Row_End,2640,2,2,2,0,2,0,R2,Y,RE,F,9,1900,East Boston
1802173000,300000,161.03,2122,Other,2316,1,3,1,1,1,1,R1,Y,OH,G,5,1950,Mattapan
1303266000,300000,158.98,1887,Conventional,3207,2,6,2,0,2,0,R2,Y,CV,G,12,1900,Dorchester
102728000,300000,146.7,1953,Colonial,1974,2,4,2,0,1,0,R1,N,CL,G,7,1880,East Boston
1501529000,300000,117.32,2557,Colonial,3978,2.5,8,1,1,1,0,R1,N,CL,H,11,1896,Dorchester
1802258000,299000,222.47,1344,Colonial,2108,2,3,1,1,1,1,R1,Y,CL,G,6,1925,Mattapan
2010153002,296000,273.82,1081,Cape,2564,1,2,1,0,1,0,R1,Y,CP,G,6,1935,West Roxbury
1802975000,295000,265.29,1112,Other,2396,1,3,1,1,2,1,R1,N,OH,G,6,1950,Mattapan
102941000,295000,213.15,1416,Row_End,2043,2,3,1,0,1,0,R1,N,RE,G,6,1900,East Boston
1300932000,295000,203.17,1452,Colonial,2402,2,3,1,1,1,0,R1,N,CL,M,8,1900,Roxbury
1810203000,294000,246.64,1152,Colonial,1904,2,2,1,0,1,0,R1,N,CL,G,5,1900,Hyde Park
1804204000,292000,278.89,1047,Cape,1878,1.5,3,1,0,1,1,R1,N,CP,S,7,1940,Hyde Park
1806174000,291000,285.85,1018,Cape,1838,1.5,3,1,0,1,0,R1,Y,CP,G,7,1910,Roslindale
100501000,290000,183.08,1584,Conventional,2992,2,3,1,0,2,0,R2,N,CV,G,7,1880,East Boston
106492000,289000,277.88,1040,Row_Middle,1622,2,3,1,1,1,0,R1,Y,RM,F,5,1910,East Boston
1800531007,288000,213.97,1346,Cape,2472,1.5,3,1,1,1,0,R1,N,CP,G,6,1950,Mattapan
1401127000,287860,176.93,1627,Colonial,2922,2,4,2,0,1,0,R1,N,CL,G,8,1900,Dorchester
1808072000,285000,207.73,1372,Colonial,2293,1.5,4,1,1,1,0,R1,Y,CL,G,9,1920,Hyde Park
1808169000,285000,135.91,2097,Colonial,3713,2,3,1,0,1,0,R1,Y,CL,G,10,1910,Hyde Park
1809248000,280000,248.67,1126,Colonial,2052,2,4,1,0,1,0,R1,Y,CL,G,6,1905,Hyde Park
1802798001,280000,194.71,1438,Colonial,2626,2,3,1,1,1,1,R1,N,CL,G,7,1950,Mattapan
1812622002,279000,267.75,1042,Conventional,2232,1,3,1,0,1,0,R1,Y,CV,G,6,1920,Hyde Park
1812501000,278000,336.56,826,Colonial,1482,1.5,3,1,0,1,0,R1,N,CL,G,6,1880,Hyde Park
1803237000,276550,207.62,1332,Colonial,2121,2,3,1,1,1,0,R1,N,CL,G,6,1930,Mattapan
1806193001,276000,284.83,969,Semi_Det,1518,2,2,1,0,1,0,R1,N,SD,G,4,1965,Roslindale
1808362000,269000,311.34,864,Other,1728,1,2,1,0,1,0,R1,Y,OH,G,5,1961,Hyde Park
1802049000,265000,212.34,1248,Semi_Det,1872,2,3,1,1,1,0,R1,N,SD,G,5,1987,Mattapan
100137000,260000,217.21,1197,Colonial,1785,2,2,1,1,1,0,R1,N,CL,F,5,1860,East Boston
1500126000,260000,189.37,1373,Row_End,1962,2,3,2,0,1,0,R1,N,RE,F,8,1890,Dorchester
1803374000,258000,223.96,1152,Cape,2536,1,4,1,1,1,1,R1,N,CP,G,6,1950,Mattapan
1300304010,256000,177.65,1428,Two_Fam_Stack,2180,2,4,2,0,2,0,R2,Y,TF,F,10,1896,Roxbury
102332000,255000,445.03,573,Cape,1166,1,3,1,0,1,0,R1,N,CP,G,6,1900,East Boston
100712000,250000,153.19,1488,Colonial,1488,2,2,1,0,1,0,R1,Y,CL,F,6,1910,East Boston
1301184000,250000,86.96,2162,Conventional,4123,2,6,2,0,2,0,R2,Y,CV,G,11,1910,Dorchester
1802751060,245000,225.81,1085,Other,2170,1,3,1,0,1,0,R1,Y,OH,G,6,1956,Mattapan
106721000,245000,217.2,1214,Conventional,2020,1.5,3,1,0,1,0,R1,Y,CV,G,6,1910,East Boston
1803558000,245000,212.31,1154,Cape,2598,1,2,1,0,1,0,R1,N,CP,G,6,1950,Hyde Park
800059000,245000,106.43,2302,Conventional,3780,2,6,2,0,2,0,R2,N,CV,G,12,1883,Dorchester
1801318000,240000,329.22,729,Cape,1736,1,1,1,0,1,1,R1,Y,CP,G,4,1947,Hyde Park
1800090000,240000,320,750,Cape,2000,1,2,1,0,1,0,R1,Y,CP,G,4,1950,Mattapan
100236000,240000,202.02,1168,Row_End,1752,2,3,1,1,1,0,R1,Y,RE,F,5,1900,East Boston
1502471000,235000,213.25,1102,Colonial,2374,1.5,2,1,0,1,0,R1,Y,CL,G,6,1905,Dorchester
1800589000,234000,124.53,1879,Other,2676,1,3,1,1,1,0,R1,N,OH,G,5,1960,Mattapan
1200104000,230000,111.43,2064,Row_Middle,3060,2,3,2,0,1,0,R1,N,RM,F,8,1890,Roxbury
1700277038,219000,238.56,918,Row_Middle,1383,2,2,1,0,1,0,R1,Y,RM,G,4,1984,Dorchester
1803912000,218704,148.88,1469,Cape,2672,1.5,3,2,0,1,1,R1,N,CP,G,6,1950,Hyde Park
1201371000,200000,186.57,1072,Colonial,1615,2,2,1,1,1,0,R1,N,CL,F,4,1905,Roxbury
1800045001,826,0,826,Unknown,1702,1,3,2,0,1,0,R1,Y,UN,G,7,1998,Mattapan
1803455000,0,0,1977,Unknown,3294,2,4,1,1,1,1,R1,Y,UN,G,7,1991,Hyde Park
