Parcel_No,SalePrice,PricePerSq,LivingArea,Style,GROSS_AREA,NUM_FLOORS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_KITCH,R_FPLACE,LU,OWN_OCC,R_BLDG_STY,R_ROOF_TYP,R_TOTAL_RM,YR_BUILT,Latitude,Longitude
1810035003,475000,233.76,2032,Two_Fam_Stack,3080,2,6,2,0,2,0,R2,N,TF,H,12,1945,42.24542,-71.12366
1602522000,475000,189.55,2506,Colonial,4140,2,4,1,1,1,0,R1,Y,CL,G,10,1912,42.29009,-71.04813
106119000,475000,188.49,2520,Semi_Det,3360,3,6,3,0,3,0,R3,Y,SD,F,12,1900,42.3753,-71.03571
1202041000,475000,144.73,3282,Conventional,5334,2.5,6,2,1,2,0,R2,Y,CV,H,12,1910,42.31471,-71.08596
1403058000,475000,118.69,4002,Conventional,6187,2.5,6,3,0,2,0,R2,Y,CV,G,14,1930,42.28901,-71.08652
1404943000,474900,154.59,3072,Two_Fam_Stack,4920,2,6,2,0,2,0,R2,N,TF,H,12,1930,42.28376,-71.09479
1602728000,474000,183.37,2311,Other,4050,2,4,2,0,2,0,R2,N,OH,G,9,1910,42.287163,-71.041628
1903027000,472000,276.02,1710,Colonial,3096,2,3,1,0,1,0,R1,Y,CL,G,6,1910,42.2922,-71.12393
1405196670,472000,235.29,2006,Colonial,2584,2,3,2,1,1,0,R1,Y,CL,G,6,2012,42.29162,-71.091863
2009892000,471000,346.32,1360,Cape,2400,1.5,3,2,0,1,1,R1,Y,CP,G,6,1960,42.26785,-71.16405
105035000,471000,261.67,1980,Semi_Det,2739,3,3,3,0,3,0,R3,N,SD,F,8,1899,42.3673,-71.03539
2004636000,471000,165.5,2846,Two_Fam_Stack,4665,2,6,2,0,2,0,R2,N,TF,H,12,1915,42.28979,-71.14118
102779000,471000,158.27,2976,Conventional,4192,3,5,2,0,2,0,R2,Y,CV,F,12,1880,42.37992,-71.03729
703564000,470000,217.9,2157,Row_Middle,2878,3,3,2,0,2,0,R2,Y,RM,F,7,1883,42.32163,-71.06155
1602077000,470000,191.06,2928,Two_Fam_Stack,5504,2,5,2,0,2,0,R2,N,TF,G,11,1900,42.28862,-71.05469
1700674000,470000,124.5,3775,Conventional,5880,2.5,8,3,0,3,1,R3,N,CV,G,15,1910,42.29142,-71.07327
1404870000,470000,116.92,4020,Decker,5370,3,6,4,0,3,0,R3,N,DK,F,18,1905,42.28404,-71.09326
2007853000,469000,346.89,1352,Colonial,2107,2,3,1,1,1,0,R1,N,CL,G,6,1925,42.28921,-71.1696
1808886000,469000,180.11,2604,Victorian,4499,2,4,2,2,3,1,R1,Y,VT,G,9,1920,42.26063,-71.1231
1704444000,468000,294.34,1372,Colonial,2294,2,4,1,1,1,0,R1,Y,CL,G,7,1935,42.28093,-71.06804
1401697000,467500,123.38,3789,Decker,5874,3,6,3,0,3,0,R3,N,DK,F,15,1905,42.29791,-71.07942
1805729000,465000,361.02,1288,Other,2576,1,3,1,1,1,2,R1,Y,OH,G,7,1950,42.27449,-71.12534
1905008000,465000,341.66,1361,Row_Middle,2063,2,2,1,0,1,1,R1,N,RM,G,6,1916,42.2908,-71.11575
2008666000,465000,309.38,1503,Cape,2820,1.5,4,2,0,1,1,R1,Y,CP,G,7,1955,42.28241,-71.16747
1302656000,465000,284.93,1360,Colonial,2112,2,3,1,0,1,0,R1,Y,CL,G,6,1900,42.31371,-71.05331
1805618000,465000,269.1,1440,Colonial,2340,2,3,1,0,1,0,R1,Y,CL,G,7,1900,42.27873,-71.13107
1800117010,465000,263.61,1764,Two_Fam_Stack,2836,2,6,2,0,2,0,R2,N,TF,G,12,1950,42.27147,-71.08792
2003366000,465000,261.53,1778,Other,2742,1,4,2,0,1,0,R1,Y,OH,H,8,1965,42.26665,-71.15338
106974000,465000,249.2,1866,Row_Middle,2812,3,3,3,0,3,0,R3,N,RM,F,9,1900,42.37825,-71.03156
1810152000,465000,242.19,1920,Two_Fam_Stack,2880,2,4,2,0,2,0,R2,Y,TF,H,10,1948,42.24426,-71.12292
103826000,465000,211.17,2202,Row_Middle,3575,3,7,3,1,3,0,R3,N,RM,F,14,1910,42.37157,-71.0365
2008386000,465000,203.77,2282,Colonial,3898,2,4,1,0,1,0,R1,Y,CL,G,7,1880,42.28333,-71.16511
1810551001,465000,180.16,2581,Conventional,4080,2.5,5,3,0,3,0,R3,Y,CV,G,12,1920,42.25103,-71.12033
103825000,465000,174.29,2785,Row_Middle,4059,3,5,4,0,3,0,R3,N,RM,F,14,1900,42.37153,-71.03654
1402745000,465000,121.76,3819,Conventional,6392,2.5,8,3,0,3,0,R3,N,CV,G,16,1910,42.29992,-71.08447
1809426000,464900,125.21,3713,Other,6472,2,6,2,2,2,0,R2,Y,OH,G,12,1900,42.246954,-71.128484
1202290000,464000,109.38,4202,Conventional,7886,2,6,2,1,2,2,R2,N,CV,H,15,1900,42.31059,-71.08937
105307000,463000,200.61,2308,Semi_Det,2888,3,6,3,0,3,0,R3,N,SD,F,12,1900,42.36903,-71.03704
1703274000,461000,314.89,1464,Colonial,2424,2,4,1,0,1,0,R1,Y,CL,H,7,1935,42.27753,-71.07242
1805092000,461000,212.25,2172,Two_Fam_Stack,3618,2,6,2,0,2,0,R2,N,TF,G,12,1924,42.27958,-71.13384
104914000,460000,391.16,1176,Row_Middle,1776,2,3,1,0,1,0,R1,Y,RM,G,5,1910,42.367801,-71.036877
1904968000,460000,358.81,1282,Other,3150,1,2,1,1,1,0,R1,Y,OH,G,5,1934,42.29153,-71.11581
2008134000,460000,306.67,1500,Colonial,2484,2,4,1,1,1,0,R1,Y,CL,G,7,1910,42.28279,-71.16119
2007805000,460000,296.2,1553,Colonial,2749,2,4,1,1,1,0,R1,Y,CL,G,8,1920,42.28203,-71.16009
1604562000,460000,294.68,1561,Conventional,3002,1.5,3,1,0,1,1,R1,Y,CV,G,7,1928,42.28173,-71.04968
2008521000,460000,284.13,1664,Other,2980,1.5,2,1,0,1,0,R1,N,OH,G,5,1920,42.286115,-71.169677
100452000,460000,232.32,1980,Row_Middle,3004,3,4,3,1,3,0,R3,Y,RM,F,9,1900,42.38061,-71.02604
1806139000,460000,221.15,2080,Two_Fam_Stack,3372,2,4,2,0,2,1,R2,N,TF,H,10,1935,42.28295,-71.1117
1302055000,460000,206.19,2010,Colonial,3783,2,5,1,0,1,0,R1,Y,CL,G,8,1880,42.31582,-71.05791
1903422000,460000,189.38,2429,Other,5352,2,5,2,0,2,0,R2,Y,OH,G,11,1910,42.29179,-71.12115
1801966000,460000,186.39,2468,Two_Fam_Stack,4096,2,6,3,0,2,0,R2,N,TF,H,13,1928,42.2691,-71.10124
1811162000,460000,165.11,2322,Two_Fam_Stack,3827,2,4,2,0,2,0,R2,Y,TF,H,10,1920,42.25998,-71.1257
1702082000,460000,152.82,3217,Conventional,4497,2,4,3,0,3,0,R3,N,CV,G,9,1925,42.28362,-71.08113
1701100000,460000,143.17,3213,Conventional,5409,2.5,6,2,1,2,0,R2,Y,CV,L,13,1920,42.29614,-71.06816
2006285000,459500,336.88,1364,Colonial,2064,2,3,1,0,1,1,R1,Y,CL,G,7,1925,42.28939,-71.15497
2003966000,459000,327.62,1651,Colonial,2917,2,3,1,1,1,1,R1,Y,CL,L,7,1930,42.295,-71.14897
2008476000,458000,318.94,1436,Other,3398,1,4,2,0,1,0,R1,N,OH,G,7,1934,42.28677,-71.17004
1810459000,458000,192.44,2380,Conventional,4374,2,4,2,0,2,0,R2,Y,CV,G,9,1905,42.24801,-71.1162
1604959000,457500,301.18,1519,Colonial,2403,2,3,2,1,1,2,R1,N,CL,G,6,1964,42.27969,-71.06009
1405196430,456760,213.04,0,Colonial,0,0,0,0,0,0,0,RL,N,CL,U,0,0,42.2912,-71.091657
2005005000,456000,215.81,2113,Colonial,3664,2,4,2,0,1,1,R1,Y,CL,H,7,1910,42.29109,-71.13486
700886000,455000,436.66,1042,Conventional,1728,1.5,4,1,1,1,0,R1,N,CV,G,7,1900,42.335112,-71.048082
2007752000,455000,428.84,1061,Cape,1994,1.5,2,1,1,1,1,R1,Y,CP,G,8,1930,42.28368,-71.15947
2006963000,455000,345.74,1218,Other,2630,1,2,1,0,1,1,R1,Y,OH,H,6,1932,42.29172,-71.15661
1604557000,455000,337.04,1350,Colonial,2297,2,4,1,1,1,0,R1,Y,CL,H,8,1940,42.2824,-71.04975
1809628000,455000,297.39,1530,Cape,2826,1.5,4,2,0,1,1,R1,Y,CP,G,7,1955,42.23413,-71.12913
1703273014,455000,282.26,1612,Colonial,2538,2,4,1,1,1,1,R1,Y,CL,G,7,1945,42.27775,-71.07098
102906000,455000,231.55,1965,Row_End,2632,3,5,3,0,3,0,R3,N,RE,M,11,1880,42.3782,-71.03658
1702592000,455000,168.52,2700,Two_Fam_Stack,4290,2,6,2,0,2,0,R2,N,TF,H,12,1924,42.279276,-71.079959
1502991000,455000,167.28,2720,Decker,3632,3,6,3,0,3,0,R3,N,DK,F,12,1900,42.30854,-71.05897
1700882000,454000,250.14,1815,Colonial,3210,2,5,1,1,1,2,R1,Y,CL,G,8,1880,42.294,-71.06731
1810693000,452500,269.35,1952,Colonial,3344,2,4,1,1,1,1,R1,Y,CL,L,7,1920,42.25083,-71.11204
1605354000,452000,283.56,1168,Other,2656,1,3,1,1,1,1,R1,Y,OH,G,7,1950,42.28621,-71.06224
1701680000,452000,164.24,2592,Conventional,4336,2,7,3,0,2,0,R2,N,CV,G,12,1885,42.28816,-71.0757
2009770000,451000,322.14,1400,Colonial,2254,2,4,1,0,1,0,R1,N,CL,H,7,1935,42.26912,-71.16332
1402598000,450500,105.93,4253,Conventional,6584,2.5,6,3,0,2,0,R2,N,CV,G,14,1915,42.29883,-71.07999
2001244000,450450,232.31,1939,Conventional,3752,2,4,2,0,2,0,R2,Y,CV,G,8,1910,42.28523,-71.13999
2008557000,450000,431.86,1042,Cape,2568,1,3,1,1,1,1,R1,Y,CP,G,7,1953,42.2844,-71.16861
2005124000,450000,417.44,1098,Colonial,1764,2,3,1,1,1,1,R1,N,CL,G,6,1960,42.29428,-71.13532
2008438000,450000,408.35,1102,Cape,2117,1.5,3,1,0,1,1,R1,Y,CP,G,6,1920,42.28458,-71.1665
2004945000,450000,330.88,1360,Cape,2527,1.5,2,1,1,1,1,R1,Y,CP,G,5,1935,42.29193,-71.13617
1904133450,450000,321.43,1400,Other,3190,1,3,1,1,1,1,R1,N,OH,G,6,1925,42.28168,-71.12506
2012179000,450000,302.62,1487,Other,2051,1,2,1,1,1,0,R1,N,OH,G,6,1960,42.26209,-71.15124
104295004,450000,265.33,1944,Two_Fam_Stack,3076,2,2,2,0,2,0,R2,Y,TF,F,8,1910,42.38095,-71.01485
2005190000,450000,231.84,1941,Colonial,3723,2,4,2,0,1,0,R1,Y,CL,G,6,1920,42.29257,-71.13072
1503187000,450000,229.94,1644,Colonial,2573,2,2,1,0,1,0,R1,Y,CL,G,6,1910,42.31243,-71.0555
1804890000,450000,229.59,1960,Two_Fam_Stack,3015,2,6,2,0,2,0,R2,Y,TF,H,10,1964,42.27666,-71.12622
100032000,450000,228.89,1966,Conventional,3111,2,4,2,0,2,0,R2,Y,CV,H,10,1900,42.37963,-71.03076
2007185000,450000,215.21,1341,Colonial,2075,2,3,1,0,1,2,R1,Y,CL,G,7,1933,42.29416,-71.15465
104908000,450000,203.25,2214,Row_End,3168,3,7,3,0,3,0,R3,N,RE,G,15,1899,42.367626,-71.036449
1903906000,450000,202.16,2226,Two_Fam_Stack,3989,2,5,2,0,2,0,R2,N,TF,H,11,1920,42.28716,-71.121
1800114019,450000,200.53,2244,Two_Fam_Stack,3396,2,6,2,0,2,0,R2,N,TF,H,12,1945,42.27213,-71.08528
103216000,450000,200.36,2158,Colonial,2284,2,3,2,1,1,0,R1,N,CL,G,6,1905,42.38091,-71.03319
1808935000,450000,199.12,2260,Conventional,3884,2,4,2,0,2,0,R2,Y,CV,G,8,1885,42.25908,-71.123
1101015000,450000,197.2,2282,Semi_Det,3811,2,6,2,0,2,0,R2,N,SD,H,12,1905,42.31611,-71.09871
1202043000,450000,164.84,2730,Conventional,5104,2,6,2,0,2,1,R2,N,CV,H,10,1897,42.31481,-71.08633
1702321000,450000,162.4,2771,Colonial,4417,2.5,6,3,1,1,1,R1,Y,CL,G,10,1890,42.29899,-71.06918
103062000,450000,151.21,2976,Row_End,3992,3,8,3,0,3,0,R3,Y,RE,F,14,1880,42.37894,-71.03464
1402454000,450000,147.83,3044,Conventional,4488,3,6,3,0,2,0,R2,N,CV,F,11,2006,42.301695,-71.083048
1702228000,450000,145.77,3087,Decker,4767,3,6,3,0,3,0,R3,N,DK,F,15,1905,42.28068,-71.08207
106214000,450000,144.88,2902,Decker,3847,3,5,3,0,3,0,R3,N,DK,F,14,1910,42.37397,-71.03604
101173000,450000,141.78,3174,Decker,4256,3,3,3,0,3,0,R3,N,DK,F,12,1910,42.38089,-71.01708
1203137000,450000,138.29,3254,Conventional,5300,2.5,5,3,0,3,0,R3,Y,CV,G,13,1900,42.31279,-71.09061
1404871000,450000,127.99,0,Decker,0,3,0,0,0,0,0,CM,N,DK,U,0,1905,42.28397,-71.09313
103500000,450000,126.69,3552,Conventional,5976,2,8,2,0,2,0,R2,Y,CV,G,16,1910,42.38187,-71.03906
703751000,450000,123.56,3642,Decker,5044,3,8,3,0,3,0,R3,N,DK,F,15,1905,42.31999,-71.06353
1502730000,450000,120.68,3705,Colonial,5900,2.5,6,3,0,1,1,R1,Y,CL,G,12,1915,42.31169,-71.06618
100073000,450000,105.98,4246,Decker,6010,3,9,3,0,3,0,R3,Y,DK,F,20,1910,42.379395,-71.02846
2007010010,447500,263.24,1700,Other,3816,1,3,1,1,1,1,R1,N,OH,G,8,1953,42.29495,-71.16301
2000132000,447500,248.75,1799,Colonial,3103,2,3,1,0,1,0,R1,Y,CL,G,7,1890,42.28588,-71.13092
1804884000,447000,556.66,835,Other,1820,1,2,1,0,1,0,R1,N,OH,H,4,1920,42.27593,-71.12431
101861000,447000,256.6,1742,Colonial,2873,2,4,2,0,1,0,R1,Y,CL,G,8,1900,42.38876,-71.00304
1501854000,446000,110.62,4032,Decker,5964,3,9,3,0,3,0,R3,N,DK,F,18,1905,42.30907,-71.06763
1903580000,445000,303.96,1464,Colonial,2426,2,3,1,0,1,0,R1,Y,CL,G,6,1900,42.28472,-71.12458
2010085000,445000,303.96,1464,Colonial,2276,2,4,1,1,1,1,R1,N,CL,G,7,1964,42.26497,-71.16563
103193000,445000,208.92,2148,Row_Middle,3124,3,6,3,0,3,0,R3,N,RM,M,18,1900,42.37971,-71.03255
1701558000,445000,190.17,2340,Conventional,3280,3,5,3,0,2,0,R2,Y,CV,F,9,2003,42.290763,-71.076019
1501045000,445000,185.8,2395,Colonial,3733,2.5,5,1,0,1,0,R1,N,CL,G,9,1900,42.30226,-71.06913
1811880000,445000,179.65,2477,Conventional,3944,2.5,5,2,0,2,1,R2,N,CV,G,9,1920,42.25268,-71.12984
1203163000,445000,176.59,2520,Conventional,4294,2.5,3,3,1,2,0,R2,Y,CV,G,9,1905,42.31327,-71.09087
1404763000,445000,157.8,2820,Two_Fam_Stack,4518,2,6,2,0,2,0,R2,Y,TF,H,12,1920,42.28435,-71.09684
1500242001,445000,132.44,3360,Semi_Det,4464,3,9,3,0,3,0,R3,N,SD,F,18,1905,42.30441,-71.05647
1809679000,444000,336.87,1318,Cape,2325,1.5,2,1,0,1,0,R1,N,CP,S,4,1960,42.23489,-71.12863
2003828000,443000,279.85,1583,Cape,3521,1,3,2,0,1,1,R1,Y,CP,G,6,1945,42.29374,-71.14266
2006988000,442000,333.58,1325,Colonial,2059,2,3,1,1,1,1,R1,Y,CL,G,7,1950,42.29399,-71.15961
105291000,442000,230.21,1920,Semi_Det,2776,3,3,3,0,3,0,R3,N,SD,F,11,1900,42.3682,-71.03602
1801289000,442000,216.24,2044,Two_Fam_Stack,3486,2,4,2,0,2,0,R2,N,TF,H,10,1910,42.26391,-71.10011
1400388003,442000,126.98,3481,Row_End,5068,3,8,3,0,3,0,R3,N,RE,F,14,1890,42.30953,-71.07524
2006371000,441000,417.61,1056,Other,2456,1,3,2,0,1,1,R1,Y,OH,G,7,1950,42.28871,-71.15562
2007371000,440000,345.91,1248,Colonial,2020,2,3,1,1,1,1,R1,Y,CL,G,6,1936,42.29331,-71.16052
2007975000,440000,329.84,1334,Colonial,1994,2,3,1,0,1,1,R1,Y,CL,G,6,1935,42.28741,-71.1686
2004043000,440000,325.44,1352,Colonial,2280,2,3,1,1,1,1,R1,Y,CL,G,7,1940,42.29525,-71.15048
2009426000,440000,322.11,1366,Cape,2633,1.5,2,2,0,1,1,R1,Y,CP,G,6,1954,42.27476,-71.16342
2010170000,440000,297.3,1480,Conventional,1748,1,4,2,0,2,0,R2,N,CV,G,9,1960,42.26434,-71.16458
1812029000,440000,282.05,1816,Conventional,3328,2,4,1,0,1,1,R1,N,CV,G,7,1910,42.24848,-71.13247
101441000,440000,272.11,1582,Colonial,2430,2,3,2,0,1,0,R1,Y,CL,G,6,1940,42.38561,-71.00611
1806238004,440000,267.8,1643,Colonial,3005,2,4,1,1,1,1,R1,Y,CL,G,8,1962,42.28323,-71.11731
2001429000,440000,266.67,1650,Two_Fam_Stack,2690,2,3,2,0,2,0,R2,N,TF,F,8,1910,42.28592,-71.14284
1703463000,440000,242.02,1678,Colonial,3002,2,3,1,1,1,1,R1,Y,CL,G,7,1930,42.2774,-71.07709
1809031000,440000,221.11,1990,Colonial,3400,2,4,2,1,1,0,R1,N,CL,G,8,2013,42.2555,-71.119385
2001771000,440000,200.73,2192,Two_Fam_Stack,3635,2,6,2,0,2,0,R2,N,TF,M,11,1890,42.28159,-71.14938
106859000,440000,198.56,2216,Decker,3326,3,3,3,0,3,0,R3,N,DK,F,11,1900,42.37625,-71.03111
1702310000,440000,177.56,2508,Colonial,4146,2,4,1,1,1,0,R1,N,CL,L,10,1925,42.29953,-71.06736
1200069000,440000,176.49,2493,Colonial,3267,2,5,1,1,1,0,R1,N,CL,G,8,1890,42.32677,-71.08222
1402666000,439000,180.36,0,Conventional,0,0,0,0,0,0,0,E,N,CV,U,0,0,42.297492,-71.082492
1402680000,439000,180.36,0,Conventional,0,0,0,0,0,0,0,E,N,CV,U,0,0,42.297829,-71.082222
1805228000,438000,354.37,1236,Cape,2282,1,3,2,0,1,1,R1,N,CP,G,6,1957,42.2762,-71.13267
1602107000,438000,334.35,1310,Colonial,2047,2,3,1,0,1,0,R1,N,CL,H,6,1912,42.28941,-71.05302
1200792000,438000,168.46,2600,Row_Middle,3853,3,5,2,1,2,0,R2,N,RM,M,10,1899,42.319451,-71.079347
1404868000,438000,102.24,4284,Decker,6314,3,9,3,0,3,0,R3,N,DK,F,18,1905,42.28415,-71.0935
1808356000,437000,357.03,1224,Cape,2222,1.5,3,1,1,1,1,R1,Y,CP,G,6,1958,42.27225,-71.12472
1302415000,437000,263.89,1656,Colonial,2928,2,4,1,0,1,0,R1,N,CL,G,7,1872,42.31326,-71.05109
1403006000,436000,220.54,1779,Conventional,3255,2,4,2,0,2,0,R2,N,CV,G,10,1920,42.28777,-71.08304
2007942000,435000,328.05,1326,Colonial,2193,2,3,1,1,1,1,R1,Y,CL,G,8,1963,42.28797,-71.16886
2009557000,435000,317.98,1264,Other,2296,1,3,1,0,1,0,R1,Y,OH,H,6,1956,42.27441,-71.16095
2010143000,435000,317.06,1372,Cape,3031,1,3,1,1,1,0,R1,Y,CP,G,6,1960,42.26525,-71.1649
2004068000,435000,273.41,1591,Colonial,2481,2,3,1,1,1,0,R1,Y,CL,H,7,1936,42.29345,-71.15029
1703273017,435000,269.85,1612,Colonial,2410,2,3,1,1,1,1,R1,Y,CL,G,7,1945,42.27764,-71.07155
2003212000,435000,267.2,1628,Colonial,2602,2,3,1,1,1,0,R1,Y,CL,G,8,1951,42.27223,-71.15905
1810382000,435000,258.93,1680,Colonial,2949,2,3,1,1,1,1,R1,Y,CL,H,6,1985,42.24687,-71.1175
103170000,435000,202.51,2148,Semi_Det,3112,3,5,3,0,3,1,R3,N,SD,M,11,1900,42.380597,-71.03106
102786000,435000,188.8,2304,Conventional,3498,3,6,3,0,3,0,R3,N,CV,F,15,1880,42.38015,-71.03673
1800252000,435000,173.17,2512,Other,4221,2,6,2,0,2,0,R2,N,OH,G,13,1905,42.27897,-71.08135
1401090000,435000,141.88,3066,Conventional,4950,2.5,6,2,0,2,0,R2,N,CV,G,12,1905,42.30466,-71.07862
1503042000,435000,134.63,3231,Decker,4905,3,6,3,0,3,0,R3,N,DK,F,15,1920,42.31002,-71.06166
2000418000,434000,282.92,1534,Colonial,2444,2,4,1,0,1,0,R1,N,CL,H,8,1922,42.28217,-71.13444
1400705080,434000,153.9,2820,Conventional,4118,3,6,3,0,2,1,R2,N,CV,G,10,2006,42.308748,-71.080384
2002609000,433500,308.76,1404,Colonial,2288,2,3,1,0,1,0,R1,Y,CL,H,6,1924,42.27397,-71.14809
2009193000,433500,238.19,1820,Colonial,2770,2,4,1,1,1,0,R1,Y,CL,G,8,1988,42.2781,-71.16793
701382000,433000,359.04,1206,Row_Middle,1344,2,2,1,1,1,0,R1,N,RM,F,6,1890,42.33139,-71.04642
1806714000,433000,253.22,1710,Colonial,2912,2,4,1,1,1,0,R1,Y,CL,G,7,1890,42.27702,-71.11758
1602425000,430000,424.06,1162,Colonial,1881,2,3,1,0,1,0,R1,Y,CL,G,6,1905,42.28931,-71.04612
1601964000,430000,279.95,1536,Colonial,2472,2,3,1,1,1,0,R1,N,CL,H,8,1920,42.28955,-71.05356
1808687000,430000,206.93,2078,Two_Fam_Stack,3237,2,4,2,0,2,2,R2,Y,TF,G,10,1963,42.26622,-71.12921
1200230000,430000,174.87,2459,Conventional,4210,2,4,2,0,2,0,R2,N,CV,G,12,1890,42.32433,-71.08039
1801905000,430000,162.14,2652,Two_Fam_Stack,4278,2,5,2,0,2,0,R2,Y,TF,H,10,1915,42.27209,-71.09889
1402661000,430000,130.07,3030,Conventional,5369,2,6,2,0,2,2,R2,N,CV,G,13,1890,42.29654,-71.08217
800322000,430000,112.86,3810,Decker,5528,3,9,3,0,3,0,R3,N,DK,F,15,1885,42.32207,-71.0702
1202391000,430000,111.92,3842,Two_Fam_Stack,6195,2,4,2,0,2,0,R2,Y,TF,H,14,1922,42.306096,-71.085049
2010389000,429900,305.33,1159,Cape,2571,1,3,2,0,1,0,R1,Y,CP,G,6,1950,42.27375,-71.16548
1808715010,429000,231.39,1854,Colonial,2988,2,3,1,1,1,0,R1,Y,CL,G,6,1995,42.26709,-71.12808
1701049000,429000,185.23,2606,Colonial,4459,2.5,6,1,0,1,1,R1,N,CL,G,9,1900,42.29589,-71.06802
1812470000,428500,324.62,1320,Colonial,2004,2,3,2,1,1,0,R1,Y,CL,G,6,1970,42.24229,-71.14092
2008654000,428000,318.45,1344,Other,3082,1,2,1,1,1,1,R1,Y,OH,G,5,1925,42.28117,-71.16599
1402354000,428000,134.04,2678,Two_Fam_Stack,4255,2,6,2,0,2,0,R2,Y,TF,H,12,1900,42.29897,-71.0784
1810762000,427800,323.36,1323,Colonial,1971,2,3,1,1,1,0,R1,Y,CL,G,6,1945,42.24808,-71.11335
1808123000,427500,208.74,2048,Two_Fam_Stack,3134,2,4,2,0,2,0,R2,N,TF,H,8,1905,42.26238,-71.119
1805472000,427000,402.45,1061,Cape,2096,1.5,3,1,0,1,1,R1,Y,CP,G,6,1910,42.27899,-71.13216
2008323000,426000,396.28,1075,Cape,2376,1,3,1,1,1,1,R1,N,CP,G,7,1955,42.28271,-71.16286
1809607000,426000,280.45,1519,Conventional,2839,2,3,1,0,1,0,R1,Y,CV,G,7,1929,42.23395,-71.13035
802764000,426000,190.86,2232,Row_Middle,2976,3,6,3,0,2,0,R2,Y,RM,M,9,1890,42.32566,-71.07762
1801442000,426000,126.71,3618,Conventional,4798,2,6,3,0,2,0,R2,N,CV,G,13,1925,42.26127,-71.10212
800078000,425532,111.22,3826,Decker,5191,3,6,3,0,3,0,R3,Y,DK,F,15,1890,42.32034,-71.07007
2007348000,425000,360.78,1178,Colonial,2008,2,3,1,1,1,1,R1,Y,CL,G,6,1923,42.29269,-71.16097
2011848000,425000,325.92,1304,Other,2608,1,2,2,0,1,1,R1,Y,OH,H,6,1934,42.25929,-71.15225
2008757002,425000,325.42,1306,Cape,2329,1.5,3,1,1,1,1,R1,N,CP,G,6,1950,42.27946,-71.16448
1904971000,425000,312.5,1360,Colonial,2198,2,3,1,0,1,0,R1,Y,CL,G,6,1929,42.29172,-71.1152
101683000,425000,264.63,1606,Two_Fam_Stack,3228,2,6,2,0,2,0,R2,N,TF,F,12,1900,42.388388,-71.004731
1903132000,425000,237.43,1790,Other,2130,1,4,1,1,1,0,R1,Y,OH,H,7,1950,42.28741,-71.1254
2010358000,425000,230.23,1846,Colonial,2917,2,4,1,0,1,0,R1,Y,CL,H,8,1928,42.27512,-71.16684
1303147000,425000,218.62,1944,Colonial,2895,2,4,1,0,1,0,R1,N,CL,M,8,1900,42.3178,-71.05347
1300273000,425000,188.64,2253,Conventional,3972,2,5,3,0,2,0,R3,N,CV,G,12,1905,42.31848,-71.07517
103392000,425000,164.35,2586,Two_Fam_Stack,3879,2,5,2,0,2,0,R2,Y,TF,F,11,1900,42.38182,-71.03523
1401598000,425000,163.78,2595,Row_Middle,3460,3,8,3,0,3,0,R3,N,RM,F,14,1890,42.30179,-71.0781
1701684000,425000,160.92,2641,Conventional,4310,2.5,6,3,0,3,0,R3,N,CV,G,12,1896,42.28791,-71.07588
1403172000,425000,104.83,3625,Conventional,6396,2,7,3,0,3,0,R3,N,CV,G,12,1935,42.28799,-71.08661
2001172000,424100,261.31,1242,Colonial,2101,2,3,1,0,1,0,R1,Y,CL,G,6,1910,42.28416,-71.13728
2000404000,423000,292.73,1445,Colonial,2656,1.5,2,2,0,1,0,R1,Y,CL,G,6,1915,42.2831,-71.13331
2011677000,421500,275.49,1530,Colonial,2370,2,3,2,1,1,1,R1,N,CL,G,7,1996,42.256947,-71.158574
1804581000,421000,273.02,1542,Colonial,2367,2,3,1,1,1,1,R1,N,CL,G,5,1905,42.28187,-71.13173
1703157000,421000,214.47,1963,Colonial,3392,2,4,1,1,1,0,R1,N,CL,G,7,1920,42.27826,-71.07264
1703015000,420800,188.19,2236,Two_Fam_Stack,4899,2,5,2,0,2,0,R2,Y,TF,H,12,1945,42.28046,-71.07177
1804861002,420000,343.14,1224,Cape,2190,1.5,4,2,0,1,0,R1,N,CP,G,6,1986,42.27362,-71.12169
1808523002,420000,343.14,1224,Colonial,2072,2,2,1,0,1,1,R1,N,CL,L,5,1926,42.27175,-71.12783
2005132000,420000,327.36,1283,Cape,2828,1,3,1,0,1,1,R1,Y,CP,G,6,1954,42.29229,-71.13299
1601879000,420000,290.66,1483,Cape,2892,1.5,3,1,0,1,1,R1,Y,CP,G,8,1930,42.29278,-71.05644
105193000,420000,263.82,1592,Row_End,2564,2,3,1,0,1,0,R1,N,RE,F,6,1969,42.366489,-71.032023
2011344000,420000,208.96,2010,Conventional,2209,1,5,2,0,2,0,R2,N,CV,G,9,1973,42.26615,-71.16071
103389000,420000,185.68,2262,Two_Fam_Stack,3421,2,6,2,0,2,0,R2,N,TF,H,10,1900,42.38182,-71.03552
1300024000,420000,151.41,2774,Conventional,4425,2,4,3,0,3,0,R3,Y,CV,G,11,1900,42.32058,-71.07293
1101470000,419000,252.71,1658,Colonial,2923,2,4,1,0,1,0,R1,N,CL,G,10,1900,42.31371,-71.09897
1811612000,419000,238.88,1754,Colonial,2960,2,3,2,0,1,0,R1,Y,CL,G,7,1880,42.25682,-71.12893
