geoid,state,DesignatedOZ,county,Type,Population,medhhincome,PovertyRate,unemprate,medvalue,medrent,severerentburden,vacancyrate,pctwhite,pctBlack,pctHispanic,pctunder18,pctover64,HSorlower,BAorhigher,CBSAType
25003924100,Massachusetts,,Berkshire County,Not Eligible,2110,56554.0,0.1029268292682926,0.047536733,426200.0,961.0,0.2297297297297297,0.4451073985680191,0.9004739336492891,0.0161137440758293,0.0279620853080568,0.1483412322274881,0.2990521327014218,0.3708807669263032,0.4218094667465548,Metro
25003925100,Massachusetts,,Berkshire County,Not Eligible,6933,56431.0,0.053712746253578,0.079249218,328700.0,936.0,0.1736111111111111,0.1816473535859693,0.8247511899610558,0.0285590653396797,0.1071686138756671,0.2006346458964373,0.2117409490840905,0.3768238528230069,0.4282089236625079,Metro
25003926100,Massachusetts,,Berkshire County,Not Eligible,3205,68603.0,0.1260530421216848,0.052140505,292200.0,883.0,0.1716417910447761,0.191108545034642,0.9875195007800311,0.00374415,0.004056162,0.1691107644305772,0.2652106084243369,0.4425171440096813,0.3432835820895522,Metro
25003931100,Massachusetts,,Berkshire County,Low-Income Community,1652,60404.0,0.091626212,0.06869369,174300.0,725.0,0.1538461595773697,0.096385539,0.9872881174087524,0.004237288,0.001815981,0.1949152499437332,0.2124697268009185,0.528678298,0.2186201214790344,Metro
25003931300,Massachusetts,,Berkshire County,Low-Income Community,1557,55417.0,0.1040051653981208,0.095238097,185300.0,888.0,0.1617647111415863,0.1370420604944229,0.894669235,0.0430314689874649,0.014771997,0.2003853619098663,0.1663455367088318,0.5730633735656738,0.1892605572938919,Metro
25003931400,Massachusetts,,Berkshire County,Not Eligible,1753,70852.0,0.073672187,0.070667957,237600.0,900.0,0.1724137931034483,0.2104097452934662,0.9577866514546493,0.005704507,0.0159726183685111,0.1677124928693668,0.1517398745008557,0.3527218493661446,0.3363161819537658,Metro
25003932200,Massachusetts,,Berkshire County,Non-LIC Contiguous,2247,72981.0,0.0578475333750247,0.066374905,259900.0,1115.0,0.041666668,0.5064229369163513,0.9479305744171144,0.013351134955883,0.0226969290524721,0.148197591304779,0.2051624357700348,0.4092427492141723,0.3418708145618438,Metro
25003932300,Massachusetts,,Berkshire County,Non-LIC Contiguous,1955,60511.0,0.064681724,0.0575022473931312,199500.0,723.0,0.2407407462596893,0.2727272808551788,0.9774935841560364,0.006138107,0.003580563,0.2092071622610092,0.1831202059984207,0.4868509769439697,0.3047876060009002,Metro
25003933200,Massachusetts,,Berkshire County,Not Eligible,1235,72386.0,0.1120196238757154,0.060162602,453900.0,979.0,0.1630434782608695,0.5362438220757826,0.9603238866396762,0.0105263157894736,0.0048583,0.134412955465587,0.3384615384615385,0.2655038759689923,0.5281007751937985,Metro
25003933300,Massachusetts,,Berkshire County,Not Eligible,1435,72321.0,0.070512821,0.054224464,364100.0,1228.0,0.25,0.3935361216730038,0.9637630662020906,0.009756098,0.0139372822299651,0.159581881533101,0.248780487804878,0.3276010318142734,0.4496990541702493,Metro
25003933400,Massachusetts,,Berkshire County,Not Eligible,2445,69306.0,0.063624948,0.067734887,274800.0,638.0,0.1376146788990825,0.5685449957947856,0.9631901840490796,0.00408998,0.0130879345603271,0.163599182,0.2408997955010225,0.3681434599156118,0.3359704641350211,Metro
25003934200,Massachusetts,,Berkshire County,Not Eligible,1194,69167.0,0.04614094,0.0129682997118155,333700.0,1219.0,0.2352941176470588,0.3790697674418604,0.8458961474036851,0.0175879396984924,0.0175879396984924,0.1499162479061976,0.2680067001675041,0.2659019812304484,0.4817518248175182,Metro
25003934300,Massachusetts,,Berkshire County,Not Eligible,1776,67156.0,0.0512387387387387,0.040275049,397700.0,1047.0,0.2307692307692307,0.4312114989733059,0.9239864864864864,0.0247747747747747,0.018018018018018,0.1238738738738738,0.3192567567567567,0.2374581939799331,0.5411371237458193,Metro
25003935100,Massachusetts,,Berkshire County,Not Eligible,2486,79091.0,0.049919485,0.0583456425406203,367900.0,1133.0,0.1167883211678832,0.3869288606130711,0.9517296862429606,0.010056315,0.008849558,0.1524537409493161,0.2634754625905068,0.3034274193548387,0.4430443548387097,Metro
25003935200,Massachusetts,,Berkshire County,Low-Income Community,5085,53365.0,0.1693913787603378,0.068627454,172700.0,885.0,0.1912144720554351,0.051270417869091,0.8967551589012146,0.006686332,0.040511306,0.2375614494085312,0.1958702057600021,0.3852075934410095,0.2513060271739959,Metro
25003935300,Massachusetts,1.0,Berkshire County,Low-Income Community,3941,31563.0,0.2017749994993209,0.1699239909648895,136900.0,698.0,0.3197115361690521,0.1686046570539474,0.878457248,0.009642223,0.0355239771306514,0.1862471401691436,0.202994167804718,0.5189785957336426,0.2129054516553878,Metro
25005600100,Massachusetts,,Bristol County,Not Eligible,4022,80000.0,0.046529763,0.04968339,327500.0,1105.0,0.1715976331360946,0.0201511335012594,0.9119840875186476,0.0206364992541024,0.020885132,0.2262555942317255,0.1954251616111387,0.2697254084115398,0.4483837330552659,Metro
