"Reporting ID","Data Year","MapLot","Compliance Status","BEUDO Category","BEUDO Property Type","PD Parcel Living Area","PD Parcel Units","Address","Year Built","Buildings Included","Buildings Included Count","Primary Property Type - Self Selected","All Property Uses","Property GFA - Self Reported (ft2)","Reported Residential Units","Owner","Owner Line 2","ENERGY STAR Score","Electricity Use - Grid Purchase (kWh)","Electricity Use - Grid Purchase (kBtu)","Natural Gas Use (therms)","Natural Gas Use (kBtu)","Fuel Oil #1 Use (kBtu)","Fuel Oil #2 Use (kBtu)","Fuel Oil #4 Use (kBtu)","Fuel Oil #5 & 6 Use (kBtu)","Diesel #2 Use (kBtu)","Kerosene Use (kBtu)","District Chilled Water Use (kBtu)","District Steam Use (kBtu)","Electricity Use - Generated From Onsite Renewable Systems (kWh)","Site Energy Use (kBtu)","Weather Normalized Site Energy Use (kBtu)","Site EUI (kBtu/ft2)","Weather Normalized Site EUI (kBtu/ft2)","Source Energy Use (kBtu)","Weather Normalized Source Energy Use (kBtu)","Source EUI (kBtu/ft2)","Weather Normalized Source EUI (kBtu/ft2)","Total GHG Emissions (Metric Tons CO2e)","Water Use (All Water Sources) (kgal)","Water Intensity (All Water Sources) (gal/ft2)","Grid Electricity Emissions Factor (Metric Tons CO2e per Million Btus)","Grid Electricity Emissions (Metric Tons CO2e)","Natural Gas Emissions Factor (Metric Tons CO2e per Million Btus)","Natural Gas Emissions (Metric Tons CO2e)","Fuel Oil #1 Emissions Factor (Metric Tons CO2e per Million Btus)","Fuel Oil #1 Emissions (Metric Tons CO2e)","Fuel Oil #2 Emissions Factor (Metric Tons CO2e per Million Btus)","Fuel Oil #2 Emissions (Metric Tons CO2e)","Fuel Oil #4 Emissions Factor (Metric Tons CO2e per Million Btus)","Fuel Oil #4 Emissions (Metric Tons CO2e)","Fuel Oil #5 or #6 Emissions Factor (Metric Tons CO2e per Million Btus)","Fuel Oil #5 or #6 Emissions (Metric Tons CO2e)","Diesel Emissions Factor (Metric Tons CO2e per Million Btus)","Diesel Emissions (Metric Tons CO2e)","Kerosene Emissions Factor (Metric Tons CO2e per Million Btus)","Kerosene Emissions (Metric Tons CO2e)","District Steam Emissions Factor (Metric Tons CO2e per Million Btus)","District Steam Emissions (Metric Tons CO2e)","District Chilled Water Emissions Factor (Metric Tons CO2e per Million Btus)","District Chilled Water Emissions (Metric Tons CO2e)","Latitude","Longitude","Coordinates"
"B1632","2017","257-47","Compliant","Residential","Residential","85,123","57","6 Fresh Pond Place","1979","245-2, 245-3, 245-4, 245-6, 245-9, 245-11, 245-38, 245-50","8","Multifamily Housing","Multifamily Housing (57875.0)","57,875","57","Condo building",,"58","375,001","1,279,503.4","37,947","3,794,699.6",,,,,,,,,,"5,074,203","5,235,718.1","87.7","90.5","7,567,044.1","7,736,634.9","130.7","133.7","297.4376","351.6","6.07","0.0749","95.8829","0.0531","201.5547","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3799","-71.1535","POINT (-71.1534603209881 42.3799499682172)"
"B1693","2019","267.1-281","Compliant","Residential","Residential","323,090","320","203 Concord Turnpike","2021","9-2","1","Multifamily Housing","Multifamily Housing (N/A),Parking (N/A)","200,000",,"THE RESIDENCES AT ALEWIFE STATION, LLP",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0656","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3993","-71.1498","POINT (-71.1498217416479 42.3993424945847)"
"B1114","2018","181-88","Non-Compliant","Non-Residential","Office","103,930","10","2067 MASSACHUSETTS AVENUE","1897","74-28","1","Office","Office (87457.0),Data Center (2000.0),Parking (7500.0),Other (21171.0)","110,628",,"HENDERSON CARRIAGE LIMITED PARTNERSHIP","C/O H.J. DAVIS DEVELOPMENT TRUST","90","1,491,363.4","5,088,531.9","17,482","1,748,200",,,,,,,,,,"5,088,531.9","5,088,531.9","46","46","14,247,889.3","14,247,889.3","128.8","128.8","449.7223","2,418.4","21.86","0.0701","356.867","0.0531","92.8553","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3916","-71.123","POINT (-71.1229948644391 42.3915648466421)"
"B1839","2018","34-111","Compliant","Non-Residential","Office","39,666","0","159 Thorndike Street","1901","452-1","1","Office",,"23,500",,"Roman Catholic Archbishop of Boston","Corporation Sole","14","160,803.3","548,661.1",,,,"3,657,276",,,,,,,,"4,205,937.1","4,316,628.2","179","183.6863","5,230,099.8","5,325,814.6","222.5574","226.6304","309.8813","555.3",,"0.0701","38.4785","0.0531","0","0.0735","0","0.0742","271.4028","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3705","-71.0855","POINT (-71.0854713324491 42.3705269931481)"
"B1625","2016","157-69","Compliant","Non-Residential","College/University","1,462,119","18","1557 Massachusetts Avenue","1957","266-8","1","College/University","College/University (39188.0)","39,188",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,,"272,265.3","928,969.1",,,,,,,,,"854,083.5","1,980,948",,"3,764,000.6","3,765,059.4","96","96.1","5,761,491.4","5,762,513.3","147","147","250.2189","253.9","6.48","0.0749","69.6147","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","131.532","0.0575","49.0722","42.3783","-71.1192","POINT (-71.1191566637284 42.3782571391224)"
"B1495","2020","48-129","Compliant","Non-Residential","College/University","903,407",,"45 CARLETON ST","1982","672-8","1","College/University","College/University (156676.0)","156,676",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"3,984,497","13,595,103.7","16.5","1,650",,,,,,,"14,084,123.9","27,182,602.8",,"54,863,480.3","55,227,877.2","350.2","352.5","83,586,363.7","84,161,581.7","533.5","537.2","3,577.422",,,"0.0709","963.2329","0.0531","0.0876","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","1,804.8841","0.0575","809.2174","42.3616","-71.0869","POINT (-71.0869037497521 42.3616406168251)"
"B1426","2021","92-130","Compliant","Residential","Residential","103,484","83","45 Pilgrim St","1990","665-8","1","Multifamily Housing","Multifamily Housing (9118.0)","9,118","9","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","",,"21,608","73,726.5","5,247.5","524,745.7",,,,,,,,,"14,073.8","646,491.9","676,653.2","70.9","74.2","805,436.8","837,106.2","88.3","91.8","33.2033","39","4.28","0.0723","5.3315","0.0531","27.8718","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3618","-71.1031","POINT (-71.1031295495374 42.3617761549743)"
"B1123","2015","168-36","Compliant","Non-Residential","Office","112,901","8","One Brattle Square","1991","355-11","1","Office","Office (100393.0),Financial Office (8199.0),Parking (19620.0)","108,592",,"Wells Reit One Brattle Square I,LLC","C/O Thompson Property Tax Services","42","2,334,058.7","7,963,809.3","15,386.9992","1,538,699.9",,,,,,,,,,"9,502,509.3","9,366,275.6","99.6","98.2","26,621,996.2","26,311,813.8","279.2","275.9","692.3248","2,811.2",,"0.0767","610.597","0.0531","81.7277","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3732","-71.1215","POINT (-71.1214778449461 42.3732425843792)"
"B1435","2017","107-136","Compliant","Non-Residential","Office","162,348","9","675 Mass Ave","1961","584-4","1","Office","Office (N/A),Parking (0.0)","127,880",,"U.S. REIF CENTRAL PLAZA MASS. LLC.",,"61","1,968,505","6,716,538.9","45,500","4,550,000.1",,,,,,,,,,"11,266,539","11,448,855.2","97.1","99.8","23,583,809.1","23,775,241.1","197.5","200.3","744.9937","1,198.1","11.19","0.0749","503.3214","0.0531","241.6723","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.366","-71.1038","POINT (-71.1038209022604 42.3660385398149)"
"B1226","2018","159-1","Non-Compliant","Non-Residential","College/University","1,223,988","1,027","Main Yard","1718","318-18","1","College/University","College/University (20316.0)","20,316",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,,,,"1,571.5","157,148.2",,,,,,,"41,725.5","1,366,263.3",,,,,,,,,,"101.4621","135.2","6.65","0.0701","0","0.0531","8.3469","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","90.7178","0.0575","2.3974","42.3744","-71.1183","POINT (-71.1182882782897 42.3744400456761)"
"B1846","2017","74-25","Non-Compliant","Municipal","Municipal","13,104","0","105 Windsor Street",,"622-2","1",,,,,"CAMBRIDGE CITY OF","RECREATION DEPT",,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0749","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3641","-71.0968","POINT (-71.0968044087014 42.3640742165848)"
"B1251","2015","157-69","Compliant","Non-Residential","College/University","1,462,119","18","24 Everett St","1950","253-7","1","Residence Hall/Dormitory","Residence Hall/Dormitory (22245.0)","22,005",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,"77","113,550.8","387,435.2","6,106.6","610,663",,,,,,,,"1,043,615.8",,"2,041,714","2,019,479.1","91.8","90.8","2,981,527.3","2,954,180.8","134","132.8","131.435","276.3","12.42","0.0767","29.7052","0.0531","32.4352","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","69.2945","0.0575","0","42.3792","-71.1173","POINT (-71.1173227397942 42.3792344117909)"
"B1596","2016","100-62","Compliant","Non-Residential","Retail","70,359","3","727-750 Memorial Drive","1948","718-5, 718-6, 718-7","3","Strip Mall","Strip Mall (51490.0),Supermarket/Grocery Store (11065.0),Parking (129109.0)","62,555",,"NEW CREEK LLC",,,"2,134,321.3","7,282,305.2","28,398.1","2,839,812.9",,,,,,,,,,"10,122,118.1","10,122,118.1",,,"23,372,258.2","23,372,258.2",,,"696.5546","300","4.8","0.0749","545.7185","0.0531","150.8361","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3577","-71.1144","POINT (-71.1143819842447 42.3576872397494)"
"B1595","2023","117-64","Compliant","Residential","Residential","59,746","56","881 Mass. Avenue","1915","490-37","1","Multifamily Housing","Multifamily Housing (59746.0)","59,746","56","MOSKOW, ABRAHAM & MICHAEL B. MOSKOW,","TRUSTEES OF NEWTOWNE TRUST","91","178,786","610,017.8","29,897","2,989,699.8",,,,,,,,,,"3,599,717.6","3,873,940.8","60.3","64.8","4,847,234.5","5,144,739.9","81.1","86.1","202.8441","2,461","41.19","0.0722","44.0477","0.0531","158.7964","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3681","-71.1077","POINT (-71.1077233196535 42.3681353292911)"
"B1729","2018","252A-154","Compliant","Residential","Residential","53,939","55","1 Aberdeen Way","2006","274-10","1","Multifamily Housing","Multifamily Housing (45700.0)","45,700","55","ABERDEEN PLACE, L.L.C.",,"95","332,021","1,132,855.6","5,564.2","556,419.3",,,,,,,,,,"1,132,855.6","1,132,855.6","24.8","24.8","3,171,995.8","3,171,995.8","69.4","69.4","109.0031","1,253.9","27.44","0.0701","79.449","0.0531","29.5541","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3778","-71.1477","POINT (-71.1477473611728 42.3777752154657)"
"B1435","2020","107-136","Compliant","Non-Residential","Office","162,348","9","675 Mass Ave","1961","584-4","1","Office","Office (N/A),Parking (0.0)","127,880",,"U.S. REIF CENTRAL PLAZA MASS. LLC.",,"63","1,662,095","5,671,068.1","60,783","6,078,300.1",,,,,,,,,,"11,749,368.2","12,511,770.5","103.2","110.3","22,261,205.7","23,061,728.1","189.5","197","724.6511","887.4","8.29","0.0709","401.8034","0.0531","322.8477","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.366","-71.1038","POINT (-71.1038217116106 42.3660380284662)"
"B1263","2017","159-1","Compliant","Non-Residential","College/University","1,223,988","1,027","25 Harvard Yard","1880","318-17","1","College/University","College/University (77826.0)","77,826",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,,"499,124.6","1,703,013.1",,,,,,,,,"1,068,968.9","1,854,758.5",,"4,626,740.5","4,705,966.5","59.4","60.5","7,972,549","8,069,723.6","102.4","103.7","312.1916","307.6","3.95","0.0749","127.6197","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","123.1532","0.0575","61.4187","42.3744","-71.1155","POINT (-71.1154925946768 42.3743600770918)"
"B1448","2015","43-77","Non-Compliant","Non-Residential","Technology/Science","234,164","1","415 Main Street","2006","625-7","1","Laboratory","Office (56699.0),Laboratory (137000.0),Fast Food Restaurant (5496.0),Other (31833.0)","231,028",,"MIT 415 MAIN STREET FEE OWNER LLC","C/O MIT INVESTMENT MGMT CO",,"11,777,005.3","40,183,142","564,131.2","56,413,117",,,,,,,,,,"96,596,259",,"418.1",,"171,746,570.4",,"743.4",,"6,077.2722","12,393.7","53.65","0.0767","3,080.9008","0.0531","2,996.3714","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.363","-71.0888","POINT (-71.0887613040239 42.3629610910064)"
"B1373","2016","41-38","Compliant","Non-Residential","Office","240,964",,"One Kendall Square","1988","557-19","1","Office","Office (21150.0),Laboratory (4782.0)","25,932",,"ARE-MA REGION NO. 59 LLC",,"94","212,537","725,176.3",,,,,,,,,,,,"725,176.3","725,176.3","28","28","2,030,493.5","2,030,493.5","78.3","78.3","54.343","2,883.3","111.19","0.0749","54.343","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3667","-71.0903","POINT (-71.0902647607106 42.3666887796708)"
"B1409","2022","57-169","Compliant","Non-Residential","College/University","185,430",,"84 MASSACHUSETTS AVE","1965","708-18","1","College/University","College/University (183162.0)","183,162",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"2,643,087.1","9,018,213.2","4,948","494,800",,,,,,,"9,695,400.1","13,042,061.7",,"32,250,474.9","32,074,549.4","176.1","175.1","50,283,487.1","50,273,899.2","274.5","274.5","2,097.1634","2,081.8","11.37","0.0718","647.8501","0.0531","26.2811","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","865.9733","0.0575","557.0589","42.359","-71.0948","POINT (-71.0947738406896 42.359040676679)"
"B1280","2018","159-1","Compliant","Non-Residential","College/University","1,223,988","1,027","6 Harvard Yard","1960","318-32, 318-36","2","Residence Hall/Dormitory","Residence Hall/Dormitory (56930.0)","56,930",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,"79","293,532","1,001,531.1","5,000","500,000",,,,,,,,"2,830,860.2",,"4,332,391.3",,"76.1",,"6,734,928.3",,"118.3",,"284.7613","1,036.1","18.2","0.0701","70.239","0.0531","26.5574","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","187.9649","0.0575","0","42.3742","-71.1167","POINT (-71.1166675094822 42.3742243367264)"
"B1450","2018","1A-171","Compliant","Residential","Residential","294,465","338","2 Earhart Street","2008","378-10","1","Multifamily Housing","Multifamily Housing (309535.0)","309,535","230","SIERRA PLUS TANGO LLC",,"54","2,303,599","7,859,879.8","105,902.5","10,590,254.6",,,,,,,,,,"18,450,134.4","18,574,165","59.6","60","33,127,430.7","33,257,662.9","107","107.4","1,113.7253","7,426.9","23.99","0.0701","551.2261","0.0531","562.4993","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.371","-71.0737","POINT (-71.0737015192403 42.3709533403186)"
"B1001","2015","92-118","Compliant","Residential","Residential","57,545","51","23 Sidney Street","2005","652-2","1","Multifamily Housing","Multifamily Housing (56631.0)","56,631","51","MASSACHUSETTS INSTITUTE OF TECHNOLOGY","OFFICE OF THE TREASURER","41","591,287.6","2,017,473.4",,,,,,,,,,,,"2,017,473.4","1,981,619.4","35.6","35","5,648,925.5","5,548,534.3","99.7","98","154.6827","1,680.2","29.67","0.0767","154.6827","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3623","-71.1007","POINT (-71.1007430319101 42.3622685617894)"
"B1616","2021","234-178","Compliant","Non-Residential","Retail","25,772","1","275 FRESH POND PARKWAY","1953","168-1","1","Vehicle Dealership","Vehicle Dealership (25772.0)","25,772",,"275 FRSH POND LLC",,"47","245,820","838,737.9","13,140","1,313,999.9",,,,,,,,,,"2,152,737.7","2,249,686.9","83.5","87.3","3,728,165.9","3,809,484.9","144.7","147.8","130.4462","154.1","5.98","0.0723","60.6534","0.0531","69.7928","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3836","-71.1416","POINT (-71.1415948532111 42.3836289982592)"
"B1905","2024","34-141","Non-Compliant","Residential","Residential","47,203","59","217 Thorndike Place","1986","446-9, 467-1","2","Multifamily Housing","Multifamily Housing (10000.0)","10,000","12","Condo building",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0722","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3706","-71.0878","POINT (-71.0877577715661 42.3706012782974)"
"B1415","2021","47-94","Compliant","Non-Residential","Technology/Science","335,350","10","238 Main Street","2021","677-1","1","Laboratory","Office (79965.0),Laboratory (344465.0)","424,430",,"MIT 238 MAIN STREET FEE OWNER LLC",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0723","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3618","-71.0847","POINT (-71.0847392277598 42.3618285735328)"
"B1580","2021","84-101","Compliant","Non-Residential","Education","26,830",,"305 Prospect St","1960","370-13","1","Pre-school/Daycare","Pre-school/Daycare (9478.0)","9,478",,"KO, NAI NAN & JULIA KOANG SHIH KO,","",,"55,830","190,492","2,970","297,000",,,,,,,,,,"487,492","517,744","51.4","54.6","845,227.5","876,992.2","89.2","92.5","29.5505","62.8","6.63","0.0723","13.7754","0.0531","15.7751","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3728","-71.0989","POINT (-71.0988895219793 42.3727887005526)"
"B1306","2020","165-53","Compliant","Non-Residential","Office","212,963","2","124 Mount Auburn Street","1984","356-26","1","Office","Office (196007.0),Parking (88000.0)","196,007",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE","C/O HARVARD PLANNING & REAL ESTATE","75","2,918,689.7","9,958,569.3",,,,,,,,,,,,"9,958,569.3","10,154,825","50.8","51.8","27,883,994.2","28,433,510","142.3","145.1","705.5791","1,108.6","5.66","0.0709","705.5791","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.373","-71.1237","POINT (-71.1236922794639 42.3729639699145)"
"B1224","2024","159-1","Compliant","Non-Residential","College/University","1,223,988","1,027","35 Quincy St","1960","318-15","1","Residence Hall/Dormitory","Residence Hall/Dormitory (68027.0)","68,027",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,"93","249,845.1","852,471.5",,,,,,,,,"703,183.7","1,373,890",,"2,929,545.2","3,012,179.1","43.1","44.3","4,679,663.6","4,803,597.1","68.8","70.6","193.181","92.8","1.36","0.0722","61.5546","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","91.2242","0.0575","40.4021","42.3747","-71.115","POINT (-71.1149563935039 42.3747177749332)"
"B1799","2016","92-124","Compliant","Residential","Residential","76,782","60","150 Franklin St","2000","665-1","1","Multifamily Housing","Multifamily Housing (6652.0)","6,652","5","MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"19,942","68,042.1","3,402","340,202",,,,,,,,,,"408,244.1","408,277.4","61.4","61.4","547,730","547,765","82.3","82.3","23.1687","295.6","44.43","0.0749","5.0989","0.0531","18.0698","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3627","-71.1024","POINT (-71.1023552970435 42.362660508596)"
"B1071","2021","63-135","Compliant","Non-Residential","Technology/Science","91,500","1","620 Memorial Drive","1916","746-8","1","Laboratory","Laboratory (94476.0)","94,476",,"MIT 620 MEMORIAL LLC","C/O MIT INVESTMENT MANAGEMENT CO.",,"4,419,153.8","15,078,152.6","179,625.6","17,962,559.3",,,,,,,,,,"33,040,711.9","33,656,060.3","349.7","356.2","61,079,514.6","61,283,389.1","646.5","648.7","2,044.4554","3,797.5","40.2","0.0723","1,090.3777","0.0531","954.0777","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.354","-71.1075","POINT (-71.1075437448916 42.3540452883161)"
"B1716","2022","267.3-228","Compliant","Non-Residential","Other","84,308","5","127 Smith Place","1960","46-6","1","Mixed Use Property","Parking (4000.0),Other (57521.0)","57,521",,"CCF ASVRF 127 SMITH, LLC","C/O CABOT, CABOT & FORBES",,"220,258","751,520.3","1,430","143,000",,"1,099,777.2",,,,,,,,"1,994,297.5","2,120,289.6","34.7","36.9","3,365,181.8","3,505,847.3","58.5","60.9","143.1898","50","0.87","0.0718","53.9877","0.0531","7.5954","0.0735","0","0.0742","81.6068","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","0","0.0575","0","42.3941","-71.1513","POINT (-71.1513355183586 42.3940868751107)"
"B1236","2022","157-69","Compliant","Non-Residential","Technology/Science","1,462,119","18","17 Oxford St","1882","266-21","1","Laboratory","Laboratory (53329.0)","53,329",,"PRESIDENT & FELLOWS OF HARVARD COLLEGE",,,"682,850.1","2,329,884.5","67","6,701",,,,,,,"6,502,222.1","1,647,090.1",,"10,485,897.7","10,337,415.5","196.6","193.8","14,429,251.9","14,316,236.2","270.6","268.5","650.6861","104.5","1.96","0.0718","167.3742","0.0531","0.3559","0.0735","0","0.0742","0","0.0753","0","0.0743","0","0.0752","0","0.0754","0","0.0664","109.3643","0.0575","373.5917","42.3772","-71.1175","POINT (-71.1175458769582 42.3772461771819)"
"B1501","2020","52A-21","Compliant","Non-Residential","College/University","3,691,096","0","21 AMES ST","1969","668-18","1","College/University","College/University (133552.0)","133,552",,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY",,,"5,854,103.9","19,974,202.7","145","14,500",,,,,,,"24,458,770","36,836,091.5",,"81,283,564.1","82,901,681.7","608.6","620.7","122,515,805","124,730,039.8","917.4","933.9","5,267.1358","1,093.1","8.18","0.0709","1,415.2014","0.0531","0.7702","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","2,445.8612","0.0575","1,405.3031","42.3601","-71.0898","POINT (-71.089812623141 42.360060693548)"
"B1515","2019","168-33","Non-Compliant","Non-Residential","Office","53,797","0","Two Brattle Square","1994","355-12","1","Office","Office (30674.0)","30,674",,"BRATTLE SQUARE ASSOCIATES",,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0.0656","0","0.0531","0","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","0","0.0575","0","42.3734","-71.1219","POINT (-71.1218750554031 42.373359305144)"
"B1221","2019","130-144","Compliant","Residential","Residential","388,935","495","900 Memorial Drive","1964","560-1,560-19, 560-20, 560-21, 560-22, 560-23, 560-25, 560-3, 560-31","9","Multifamily Housing","Multifamily Housing (450849.0)","450,849","492","PRESIDENT & FELLOWS OF HARVARD COLLEGE",,"52","2,439,219.5","8,322,616.8","3,774.2","377,415.2",,,,,,,,"27,696,019.2",,"36,396,051.3",,"80.7",,"57,019,062.5",,"126.5",,"2,405.3758",,,"0.0656","546.3553","0.0531","20.0463","0.0735","0","0.0742","0","0.0753","0","0.0753","0","0.0742","0","0.0777","0","0.0664","1,838.9741","0.0575","0","42.3666","-71.1148","POINT (-71.1148103428571 42.3666172250699)"
